id,title,primary,secondary,year,doi,animals,feedback,models_ref,models2,reviews,has_pdf,has_notes,notes
recxGoi3bAS1glsgD,Relative Contribution of Proprioceptive and Vestibular Sensory Systems to Locomotion: Opportunities for Discovery in the Age of Molecular Science,Akay and Murray,,2021,10.3390/ijms22031467,Cat,Ia or II stance to swing,,,,True,True,"Hypothesis: The Weight of the role of segmental feedback is less important at slower speeds but increases at higher speeds, where as in teh vestibular system has the opposite effect

Mouse model is key tool to undertadning terrestial locmotion (Pg 1)

Vestivular feedback being critical at lower speed and somatosensory feedback is necessary at higher velocites. (Pg1)


CPG works with both sensory feedback from the leg or supraspinal center to generate locomotor patter that is able to deal with changes in terrain (Pg2)

The foot is on the ground during the stance phase and moves in the opposite direction of locomotion with respect to
the body and provides body support and propulsion. When the leg is extended to a certain degree, the foot lifts off the terrain and moves in the direction of locomotion to be placed back on the ground and start the next stance phase (Pg 2)

For animals walking is prefered at slow speeds with the left and right legs alternating with each other (Pg2)

At faster speed running is the fastest gait for bipedals where there are intervals of both legs being in the air, sprinting is not classified as a gait (Pg2)

sensory feedback during locomotion comes from the segmentalafferents that signal the current position, movement and force of the body, collectivelycalled proprioception and signals originating from the external world, referred to asexteroception (Pg 3)

Proprioceptive information is mainly transmitted by myelinated GroupIa and Group II afferents f"
recxImUtZqHMAo2HI,Functional plasticity following spinal cord lesions.,Frigon and Rossignol,,2006,10.1016/s0079-6123(06)57016-5,Cat,,,,Frigon and Rossignol 2006,False,True,"After spinal cord injury, reflex pathways caudal to the lesion are initially depressed by low motoneuron excitability and then recover — sometimes to exaggeration (spasticity) — and in spinal cats step training normalizes transmission in simple reflex pathways, suggesting that the modified afferent inflow must itself be normalized for a stable locomotor rhythm to be re-expressed."
recxKzUOlEeeGip7W,Sensing Unsteady Pressure on MAV Wings: A New Method for Turbulence Alleviation,Marino,,2014,10.4028/www.scientific.net/amm.629.48,,,,,,False,True,Unsteady surface pressures were measured to understand if the information could be adopted for resolving turbulence-induced perturbati ons and to furthermore use it in a turbulence mitigation system.
recxMRmKKgPVbqnT9,Forelimb muscle activity during equine locomotion,Harrison,,2012,10.1242/jeb.065441,Cat; Human,,,Harrison 2012,,False,True,"Computational model study. The patterns of net muscular torques developed over one gait cycle have been calculated for a wide variety of species using measurements of joint kinematics and ground reaction forces (Clayton et al., 2000; Colborne et al., 1997; Dogan et al., 1991; Fowler et al., 1993;..."
recxUQ8JuDHyBXIk0,"Sex comparison of extensibility, passive, and active stiffness of the knee flexors",Blackburn,,2004,10.1016/j.clinbiomech.2003.09.003,Human,,,,,False,False,
recxUvFneDcGWwxyd,Neuromechanical Model of Rat Hind Limb Walking with Two Layer CPGs and Muscle Synergies,Deng,Szczecinski; Arnold; Andrada; Fischer; Quinn; Hunt,2018,10.1007/978-3-319-95972-6_15,Rat,,,Deng 2018,,False,True,Neuromechanical rat hind-limb model with two-layer CPGs and muscle synergies; extends the Hunt lab line toward synergy-level circuit models.
recxZP6nZA4nhBNPg,Controlling swimming and crawling in a fish robot using a central pattern generator,Crespi,,2008,10.1007/s10514-007-9071-6,,,,Crespi 2008,,False,True,"Computational model study. We present the hardware setup that was designed for the exhibition, and the type of interactions with the control system that allow visitors to inﬂuence the behavior of the robot."
recxZeREOxO01np6I,Neuromuscular Model-Based Sensing And Control Paradigm For A Robotic Leg,Herr,Endo; Krishnaswamy; Markowitz; Eilenberg; Wang,2013,,,,,,,False,False,
recxiEdPoXPkHiALs,Functional role of muscle reflexes for force generation in the decerebrate walking cat,Stein,Misiaszek; Pearson,2000,,,,,,,False,False,
recxpMrPwyWb8Qwnf,Restoring walking after spinal cord injury.,Fouad and Pearson,,2004,10.1016/j.pneurobio.2004.04.003,,,,,,False,False,
recxpZ3eC5sebiV4S,Artificial tactile and proprioceptive feedback improves performance and confidence on object identification tasks,Schiefer,,2018,10.1371/journal.pone.0207659,Human,,,,,True,True,Electrical nerve stimulation can restore localized tactile and proprioceptive feedback with intensity discrimination capability similar to natural sensation.
recy03N86swxW51A9,"Intermittent control with ankle, hip, and mixed strategies during quiet standing: A theoretical proposal based on a double inverted pendulum model",Suzuki,,2012,10.1016/j.jtbi.2012.06.019,Human,,,Suzuki 2012,,False,True,Computational model study. Here we consider a double inverted pendulum model in the sagittal plane with small passive viscoelasticity at the ankle and hip joints.
recy0oLAVRRLclNXl,Modelling spinal circuitry involved in locomotor pattern generation: insights from deletions during fictive locomotion,Rybak,,2006,10.1113/jphysiol.2006.118703,Cat,,Rybak 2006,,,True,True,Rybak and McCrea. Mammalian CPG model. Fictive locomotor activity in decerebrated cats.
recy2yJfWQt4JSz0J,Failure of Averaging in the Construction of a Conductance-Based Neuron Model,Golowasch,,2002,10.1152/jn.00412.2001,,,,,,False,False,
recy4GJ4EnjJFNuZK,Integrate-and-fire neurons with threshold noise: A tractable model of how interspike interval correlations affect neuronal signal transmission,Lindner,,2005,10.1103/physreve.72.021911,,,,Lindner 2005,,False,True,Computational model study. We demonstrate that negative correlations in the baseline activity can lead to enhanced information transfer of a weak signal by means of noise shaping of the background noise spectrum.
recy8TRsrOdTouN96,On the definition of central pattern generator and its sensory control,Bässler,,1986,10.1007/bf00337116,,,,Bässler 1986,,False,True,"Computational model study. For the intact animal, model considerations show that this term is neither clearly delimited from the concept of a reflex chain nor from the concept of a pattern generator with functional principles different from those of the CPG."
recyBBMz8w6dHOTlk,Method for controlling a robotic limb joint,Herr,Geyer; Eilenberg,2014,,,,,,,False,False,
recyFbFcjkWSlqlMU,From Swimming to Walking with a Salamander Robot Driven by a Spinal Cord Model,Ijspeert,,2007,,Salamander,,,Ijspeert 2007,,True,False,
recyIH6OhD7EnhIy6,Sensory Feedback in the Control of Posture and Locomotion,Edwards and Prilutsky,,2017,10.1002/9781118873397.ch9,,,,,,True,False,
recyLcXLiTOHjMQue,Neural control of locomotion,Herman,Grillner; Stein; Stuart,1976,10.1007/978-1-4757-0964-3,,,,,,False,True,"Landmark edited volume (Advances in Behavioral Biology, v. 18) consolidating the study of locomotor control across systems: human gait, cat hindlimb locomotion, arthropod walking, fish swimming, tetrapod gaits, and robot locomotion, together with descending control of spinal circuits, the central generation of locomotion (Edgerton, Grillner, Sjostrom and Zangger), and interlimb phase control (Stein)."
recyRnIe8WN35qmqC,"Effects of stimulation of hindlimb flexor group II afferents
during fictive locomotion in the cat",Perreault,,1995,,Cat,Ia or II stance to swing; type II excitatory,,,,True,True,Excitatory input to flexor type II afferent.
recyUuNlsJQC3Aovu,Postural Compensation for Unilateral Vestibular Loss,Peterka,,2011,10.3389/fneur.2011.00057,Human,,,Peterka 2011,,True,True,"Computational model study. Results showed that UVL subjects made signiﬁcantly greater use of proprioceptive, and therefore less use of vestibular, orientation information on all tests."
recyWbN0VMRB86b0W,"Spinal reflexes, mechanisms and concepts: from Eccles to Lundberg and beyond.",Hultborn,,2006,10.1016/j.pneurobio.2006.04.001,,,,,,False,False,
recyaLy0ToIQpfrnw,Functional subdivision of feline spinal interneurons in reflex pathways from group Ib and II muscle afferents; an update.,Jankowska and Edgley,,2010,10.1111/j.1460-9568.2010.07354.x,,,,,,True,False,
recycn2PmXb76Rz93,Neuronal Control of Locomotion 'From Mollusc to Man ',Orlovskiĭ,Deliagina; Grillner,1999,,,,,,,False,False,
recyqCjQ3Ha4n9k1r,On the initiation of the swing phase of locomotion in chronic spinal cats.,Grillner and Rossignol,,1978,10.1016/0006-8993(78)90973-3,,,,,,False,False,
recyqsHaxqWhg2keP,Stabilization of posture by precision touch of the index finger with rigid and flexible filaments,Lackner,,2001,10.1007/s002210100775,Human,,,,,False,True,"Our findings indicate that: (1) stimula- tion of a small number of receptors in the fingertip is ad- equate to allow stabilization of sway, (2) fingertip force levels as low as 5–10 g provide some stabilization, (3) contact with a stationary spatial referent is most..."
recyv5IDdtp3W3igU,Integrating Non-spiking Interneurons in Spiking Neural Networks,Strohmer,,2021,10.3389/fnins.2021.633945,,,,,,True,True,"Additionally, we show that non-spiking neurons can effecti vely manipulate post-synaptic spiking neurons."
recywo86bHpoGmYr3,Use of Visual and Proprioceptive Feedback to Improve Gait Speed and Spatiotemporal Symmetry Following Chronic Stroke: A Case Series,Lewek,,2012,10.2522/ptj.20110206,,,,,,False,False,
recz1Rd5e3MeAx9N7,Force-sensitive afferents recruited during stance encode sensory depression in the contralateral swinging limb during locomotion.,Hochman,Hayes; Speigel; Colton; Chang,2013,10.1111/nyas.12055,Rat,Ib contralateral inhibition,,,,True,True,"Review with new data in the in vitro neonatal rat spinal cord-hindlimb (SCHIP) preparation arguing that contralateral stance-phase force feedback evokes powerful primary afferent depolarization (PAD)-mediated presynaptic inhibition of the swinging limb's own afferents — load in the stance limb sets the sensory gain of the contralateral limb during swing, a mechanism the authors call possibly the most pivotal mechanosensory event of alternating gait. The paper's section 'role of sensory feedback during locomotion' catalogs further afferent rules (sensory timing of flexor drive, load regulation of extensor amplitude) with citations — a rich source for this database's feedback entries."
recz45EOs5F1ttdpq,Inhibition and Facilitation of the Spinal Locomotor Central Pattern Generator and Reflex Circuits by Somatosensory Feedback From the Lumbar and Perineal Regions After Spinal Cord Injury.,Merlet,Harnie; Frigon,2021,10.3389/fnins.2021.720542,,,,,,True,False,
recz4jiOLNrm1PACf,Postnatal Phenotype and Localization of Spinal Cord V1 Derived Interneurons,Álvarez,Jonas; Sapir; Hartley; Berrocal; Geiman; Todd; Goulding,2005,10.1002/cne.20711,,,,,,True,False,
reczDMiw4JMSG575R,Multiple modes of electrical activities in a new neuron model under electromagnetic radiation,Lv,,2016,10.1016/j.neucom.2016.05.004,,,,,,False,False,
reczGUAHc5xS7UEdq,Swing-to-Stance Transition in Walking Cats A Role for Hip Position in Initiating the,McVea,Donelan; Tachibana; Pearson,2005,,,,,,,False,False,
reczHUpX3Lg8Uz04j,Autonomous gait transition and galloping over unperceived obstacles of a quadruped robot with CPG modulated by vestibular feedback,Fukui,,2019,10.1016/j.robot.2018.10.002,,,,,Fukui 2019,False,True,Review of autonomous gait transition galloping over unperceived obstacles. We conclude that CPGs modulated by vestibular feedback is eﬀec- tive and practical as a gait generator for bio-inspired robots that are expected to have both the abilities of “speed-based autonomous gait transition” and “autonomous robust running”.
reczJD1x4aNfwMCgs,Quantitative Analysis of Feedback During Locomotion,Ross,,2006,,,,,,,False,False,
reczL4EbyE74vOA9m,Formation of the central pattern generator for locomotion in the rat and mouse,Nishimaru,,2000,10.1016/s0361-9230(00)00399-3,Mice; Rat,,,,Nishimaru 2000,False,True,"Review of formation central pattern generator locomotion. In the prenatal period in the rat, alternation between the left and right ventral roots is established between embryonic day (E) 16.5 and E18.5."
reczLE9Hbbjz1dwyz,A computational model of insect campaniform sensilla predicts encoding of forces during walking.,Szczecinski,Dallmann; Quinn; Zill,2021,10.1088/1748-3190/ac1ced,,,,,,True,False,
reczM29ie2FxVZdAM,Comparative anatomy of quadruped robots and animals: a review,Fukuhara,,2022,10.1080/01691864.2022.2086018,,,,,Fukuhara 2022,False,True,"Review of comparative anatomy quadruped robots animals:. To gain a deeper understanding of the source of this versatility in animals and apply the principles of their body plans to robotics, the authors, who work in the robotics and anatomy fields, jointly review and com- pare the essential body structure differences between quadruped..."
